,Year,Season,Player,Pos,Age,Team,G,GS,MPPG,TGP_prior_seasons,TMP_current_season,TMP_prior_seasons
3806,1998,regular,Don MacLean,PF,29,Seattle Supersonics,17,10,21.5,216.0,365.5,5426.700000000001
3807,1998,regular,Mark Macon,SG,29,Detroit Pistons,7,3,9.9,120.0,69.3,1503.6
3808,1998,regular,Rick Mahorn,PF,40,Philadelphia 76ers,16,0,7.9,222.0,126.4,2271.7
3809,1998,regular,Dan Majerle,SG,33,Miami Heat,48,48,33.8,394.0,1622.3999999999999,13228.699999999999
3810,1998,regular,Karl Malone,PF,35,Utah Jazz,49,49,37.4,488.0,1832.6,18855.800000000003
3811,1998,regular,Matt Maloney,PG,27,Houston Rockets,15,7,12.4,181.0,186.0,5292.8
3812,1998,regular,Danny Manning,PF,32,Phoenix Suns,50,5,23.7,314.0,1185.0,9403.300000000001
3813,1998,regular,Stephon Marbury,PG,21,TOT,49,49,38.7,157.0,1896.3000000000002,5766.9
3816,1998,regular,Sean Marks,PF,23,Toronto Raptors,8,0,3.5,0.0,28.0,0.0
3817,1998,regular,Donyell Marshall,SF,25,Golden State Warriors,48,20,26.0,268.0,1248.0,6662.4
3818,1998,regular,Darrick Martin,PG,27,Los Angeles Clippers,37,25,25.4,260.0,939.8,6146.4
3819,1998,regular,Jamal Mashburn,SF,26,Miami Heat,24,23,35.6,316.0,854.4000000000001,11130.7
3820,1998,regular,Tony Massenburg,PF,31,Vancouver Grizzlies,43,35,26.6,274.0,1143.8,6439.4
3821,1998,regular,Vernon Maxwell,SG,33,Sacramento Kings,46,1,21.9,352.0,1007.4,10672.7
3822,1998,regular,Lee Mayberry,PG,28,Vancouver Grizzlies,9,0,14.0,405.0,126.0,8713.0
3823,1998,regular,Kelly McCarty,SG,23,Denver Nuggets,2,0,2.0,0.0,4.0,0.0
3824,1998,regular,Walter McCarty,PF,24,Boston Celtics,32,4,20.6,119.0,659.2,2533.5
3825,1998,regular,George McCloud,SF,31,Phoenix Suns,48,16,25.9,252.0,1243.1999999999998,6479.299999999999
3826,1998,regular,Jelani McCoy,C,21,Seattle Supersonics,26,0,12.7,0.0,330.2,0.0
3827,1998,regular,Antonio McDyess,C,24,Denver Nuggets,50,50,38.7,235.0,1935.0000000000002,7433.1
3828,1998,regular,Tracy McGrady,SF,19,Toronto Raptors,49,2,22.6,64.0,1107.4,1177.6
3829,1998,regular,Jim McIlvaine,C,26,New Jersey Nets,22,1,12.2,306.0,268.4,4497.3
3830,1998,regular,Jeff McInnis,PG,24,Washington Wizards,35,6,12.2,13.0,427.0,117.0
3831,1998,regular,Derrick McKey,SF,32,Indiana Pacers,13,0,18.8,392.0,244.4,12263.500000000002
3832,1998,regular,Aaron McKie,SG,26,Philadelphia 76ers,50,4,19.2,303.0,960.0,6794.0
3833,1998,regular,Roshown McLeod,SF,23,Atlanta Hawks,34,0,10.2,0.0,346.79999999999995,0.0
3834,1998,regular,Ron Mercer,SG,22,Boston Celtics,41,40,37.8,80.0,1549.8,2664.0
3835,1998,regular,Loren Meyer,C,26,Denver Nuggets,14,0,5.0,129.0,70.0,1988.6999999999998
3836,1998,regular,Marko Milic,SG,21,Phoenix Suns,11,0,4.8,35.0,52.8,165.7
3837,1998,regular,Anthony Miller,PF,27,Houston Rockets,29,0,8.6,119.0,249.39999999999998,945.0000000000001
3838,1998,regular,Brad Miller,C,22,Charlotte Hornets,38,0,12.3,0.0,467.40000000000003,0.0
3839,1998,regular,Oliver Miller,C,28,Sacramento Kings,4,0,8.8,344.0,35.2,8782.4
3840,1998,regular,Reggie Miller,SG,33,Indiana Pacers,50,50,35.7,448.0,1785.0000000000002,15561.3
3841,1998,regular,Chris Mills,SF,29,Golden State Warriors,47,24,29.7,418.0,1395.8999999999999,13778.8
3842,1998,regular,Terry Mills,PF,31,Miami Heat,1,0,29.0,373.0,29.0,9978.9
3843,1998,regular,Greg Minor,SG,27,Boston Celtics,44,7,17.4,237.0,765.5999999999999,4417.1
3844,1998,regular,Sam Mitchell,SF,35,Minnesota Timberwolves,50,20,26.9,437.0,1345.0,9432.7
3845,1998,regular,Cuttino Mobley,PG,23,Houston Rockets,49,37,29.7,0.0,1455.3,0.0
3846,1998,regular,Nazr Mohammed,C,21,Philadelphia 76ers,26,0,4.7,0.0,122.2,0.0
3847,1998,regular,Eric Montross,C,27,Detroit Pistons,46,2,12.5,269.0,575.0,6328.499999999999
3848,1998,regular,Mikki Moore,C,23,Detroit Pistons,2,0,3.0,0.0,6.0,0.0
3849,1998,regular,Chris Morris,SF,33,Phoenix Suns,44,2,12.2,373.0,536.8,7257.9
3850,1998,regular,Alonzo Mourning,C,28,Miami Heat,46,46,38.1,359.0,1752.6000000000001,12926.600000000002
3851,1998,regular,Chris Mullin,SF,35,Indiana Pacers,50,50,23.6,322.0,1180.0,10286.199999999999
3852,1998,regular,Eric Murdock,PG,30,New Jersey Nets,15,8,26.7,329.0,400.5,7998.5
3853,1998,regular,Gheorghe Muresan,C,27,New Jersey Nets,1,0,1.0,279.0,1.0,6529.6
3854,1998,regular,Lamond Murray,SF,25,Los Angeles Clippers,50,13,26.3,314.0,1315.0,8312.300000000001
3855,1998,regular,Tracy Murray,SF,27,Washington Wizards,36,0,18.1,371.0,651.6,7937.4
3856,1998,regular,Dikembe Mutombo,C,32,Atlanta Hawks,50,50,36.6,429.0,1830.0,15710.400000000001
3857,1998,regular,Makhtar N'Diaye,PF,25,Vancouver Grizzlies,4,0,6.8,0.0,27.2,0.0
3858,1998,regular,Steve Nash,PG,24,Dallas Mavericks,40,40,31.7,149.0,1268.0,2413.2999999999997
3859,1998,regular,Tyrone Nesby,SF,23,Los Angeles Clippers,50,36,25.8,0.0,1290.0,0.0
3860,1998,regular,Rasho Nesterovic,C,22,Minnesota Timberwolves,2,0,15.0,0.0,30.0,0.0
3861,1998,regular,Johnny Newman,SF,35,Cleveland Cavaliers,50,2,19.0,405.0,950.0,10572.6
3862,1998,regular,Moochie Norris,PG,25,Seattle Supersonics,12,0,11.7,8.0,140.39999999999998,88.80000000000001
3863,1998,regular,Dirk Nowitzki,PF,20,Dallas Mavericks,47,24,20.4,0.0,958.8,0.0
3864,1998,regular,Charles O'Bannon,SG,23,Detroit Pistons,18,1,9.2,30.0,165.6,234.00000000000003
3865,1998,regular,Jermaine O'Neal,PF,20,Portland Trailblazers,36,1,8.6,108.0,309.59999999999997,1276.0
3866,1998,regular,Shaquille O'Neal,C,26,Los Angeles Lakers,49,49,34.8,383.0,1705.1999999999998,14428.099999999999
3867,1998,regular,Charles Oakley,PF,35,Toronto Raptors,50,50,32.7,408.0,1635.0000000000002,14303.300000000001
3868,1998,regular,Hakeem Olajuwon,C,36,Houston Rockets,50,50,35.7,423.0,1785.0000000000002,16475.5
3869,1998,regular,Jimmy Oliver,SG,29,Phoenix Suns,2,0,5.5,49.0,11.0,594.4000000000001
3870,1998,regular,Kevin Ollie,PG,26,TOT,8,0,9.0,35.0,72.0,430.5
3873,1998,regular,Michael Olowokandi,C,23,Los Angeles Clippers,45,36,28.4,0.0,1278.0,0.0
3874,1998,regular,Greg Ostertag,C,25,Utah Jazz,48,48,27.9,251.0,1339.1999999999998,4771.400000000001
3875,1998,regular,Bo Outlaw,PF,27,Orlando Magic,31,22,27.5,365.0,852.5,8721.5
3876,1998,regular,Doug Overton,PG,29,TOT,24,1,10.2,282.0,244.79999999999998,3971.3
3880,1998,regular,Billy Owens,SF,29,Seattle Supersonics,21,19,21.5,362.0,451.5,11620.400000000001
3881,1998,regular,Robert Pack,PG,29,Dallas Mavericks,25,0,18.7,217.0,467.5,6012.8
3882,1998,regular,Anthony Parker,SG,23,Philadelphia 76ers,2,0,1.5,37.0,3.0,196.1
3883,1998,regular,Cherokee Parks,C,26,Vancouver Grizzlies,48,41,23.3,221.0,1118.4,3546.4
3884,1998,regular,Andrae Patterson,PF,23,Minnesota Timberwolves,35,0,8.1,0.0,283.5,0.0
3885,1998,regular,Ruben Patterson,SF,23,Los Angeles Lakers,24,2,6.0,0.0,144.0,0.0
3886,1998,regular,Gary Payton,PG,30,Seattle Supersonics,50,50,40.2,461.0,2010.0000000000002,17656.399999999998
3887,1998,regular,Anthony Peeler,SG,29,Minnesota Timberwolves,28,28,28.9,304.0,809.1999999999999,8127.999999999999
3888,1998,regular,Will Perdue,C,33,San Antonio Spurs,37,1,12.0,374.0,444.0,7406.2
3889,1998,regular,Sam Perkins,PF,37,Indiana Pacers,48,0,16.4,459.0,787.1999999999999,11835.200000000003
3890,1998,regular,Elliot Perry,PG,29,TOT,35,0,8.3,370.0,290.5,7596.0
3893,1998,regular,Chuck Person,SF,34,Charlotte Hornets,50,21,19.8,333.0,990.0,8390.0
3894,1998,regular,Wesley Person,SG,27,Cleveland Cavaliers,45,42,29.8,345.0,1341.0,10664.599999999999
3895,1998,regular,Bobby Phills,SG,29,Charlotte Hornets,43,43,36.6,374.0,1573.8,11402.4
3896,1998,regular,Eric Piatkowski,SG,28,Los Angeles Clippers,49,38,25.3,281.0,1239.7,4521.0
3897,1998,regular,Paul Pierce,SF,21,Boston Celtics,48,47,34.0,0.0,1632.0,0.0
3898,1998,regular,Scottie Pippen,SF,33,Houston Rockets,50,50,40.2,432.0,2010.0000000000002,16452.5
3899,1998,regular,Scot Pollard,C,23,Sacramento Kings,16,5,16.2,33.0,259.2,316.8
3900,1998,regular,Olden Polynice,C,34,Seattle Supersonics,48,47,30.9,386.0,1483.1999999999998,11865.599999999999
3901,1998,regular,Mark Pope,SF,26,Indiana Pacers,4,0,6.5,35.0,26.0,235.20000000000005
3902,1998,regular,Terry Porter,PG,35,Miami Heat,50,1,27.3,373.0,1365.0,8600.599999999999
3903,1998,regular,Vitaly Potapenko,C,23,TOT,50,44,27.9,164.0,1395.0,2726.0
3906,1998,regular,Brent Price,PG,30,Houston Rockets,40,6,20.2,248.0,808.0,4871.7
3907,1998,regular,Theo Ratliff,PF,25,Philadelphia 76ers,50,50,32.5,237.0,1625.0,5062.6
3908,1998,regular,Eldridge Recasner,PG,31,Charlotte Hornets,44,2,16.1,211.0,708.4000000000001,4162.1
3909,1998,regular,Bryant Reeves,C,25,Vancouver Grizzlies,25,14,28.1,226.0,702.5,7754.699999999999
3910,1998,regular,Khalid Reeves,PG,26,Detroit Pistons,11,0,10.2,263.0,112.19999999999999,5673.6
3911,1998,regular,Don Reid,PF,25,Detroit Pistons,47,30,19.9,188.0,935.3,2476.1000000000004
3912,1998,regular,JR Reid,PF,30,TOT,41,26,25.1,324.0,1029.1000000000001,5712.1
3915,1998,regular,Shawn Respert,SG,26,Phoenix Suns,12,1,8.3,160.0,99.60000000000001,2251.3
3916,1998,regular,Rodrick Rhodes,SG-SF,25,TOT,13,1,12.0,61.0,156.0,1074.1
3919,1998,regular,Glen Rice,SF,31,Los Angeles Lakers,27,25,36.5,420.0,985.5,16521.699999999997
3920,1998,regular,Pooh Richardson,PG,32,Los Angeles Clippers,11,0,11.8,310.0,129.8,8236.0
3921,1998,regular,Mitch Richmond,SG,33,Washington Wizards,50,50,38.2,396.0,1910.0000000000002,14857.2
3922,1998,regular,Isaiah Rider,SG,27,Portland Trailblazers,47,41,29.5,387.0,1386.5,13330.7
3923,1998,regular,Eric Riley,C,28,Boston Celtics,35,11,9.6,151.0,336.0,1509.0
3924,1998,regular,Stanley Roberts,C,28,Houston Rockets,6,0,5.5,158.0,33.0,2856.2
3925,1998,regular,Clifford Robinson,SF,32,Phoenix Suns,50,35,34.8,416.0,1739.9999999999998,14696.2
3926,1998,regular,David Robinson,C,33,San Antonio Spurs,49,49,31.7,360.0,1553.3,13417.0
3927,1998,regular,Glenn Robinson,SF,26,Milwaukee Bucks,47,47,33.6,298.0,1579.2,11615.2
3928,1998,regular,James Robinson,PG,28,TOT,31,0,16.3,354.0,505.3,6471.9
3931,1998,regular,Dennis Rodman,PF,37,Los Angeles Lakers,23,11,28.6,402.0,657.8000000000001,13894.199999999999
3932,1998,regular,Carlos Rogers,PF,27,Portland Trailblazers,2,0,4.0,182.0,8.0,3831.1
3933,1998,regular,Rodney Rogers,SF,27,Los Angeles Clippers,47,7,20.6,401.0,968.2,10829.3
3934,1998,regular,Sean Rooks,C,29,Los Angeles Lakers,36,0,8.8,324.0,316.8,6151.199999999999
3935,1998,regular,Jalen Rose,SF,26,Indiana Pacers,49,1,25.3,327.0,1239.7,7219.3
3936,1998,regular,Malik Rose,PF,24,San Antonio Spurs,47,0,12.9,114.0,606.3000000000001,983.1
3937,1998,regular,Bryon Russell,SF,28,Utah Jazz,50,50,35.4,418.0,1770.0,9273.6
3938,1998,regular,Arvydas Sabonis,C,34,Portland Trailblazers,50,48,27.0,228.0,1350.0,6225.099999999999
3939,1998,regular,Jason Sasser,SF,25,Vancouver Grizzlies,6,0,6.5,8.0,39.0,68.8
3940,1998,regular,Danny Schayes,C,39,Orlando Magic,19,1,7.5,273.0,142.5,3652.5
3941,1998,regular,Dwayne Schintzius,C,30,Boston Celtics,16,0,4.2,121.0,67.2,1048.7
3942,1998,regular,Detlef Schrempf,SF,36,Seattle Supersonics,50,39,35.3,417.0,1764.9999999999998,14701.7
3943,1998,regular,Dennis Scott,SF,30,TOT,36,9,20.5,418.0,738.0,12726.2
3946,1998,regular,Malik Sealy,SF,28,Minnesota Timberwolves,31,7,23.6,325.0,731.6,8000.1
3947,1998,regular,Rony Seikaly,C,33,New Jersey Nets,9,0,9.8,313.0,88.2,9795.4
3948,1998,regular,Charles Shackleford,C,32,Charlotte Hornets,32,4,11.5,21.0,368.0,239.39999999999998
3949,1998,regular,Brian Shaw,PG,32,Portland Trailblazers,1,0,5.0,407.0,5.0,9710.9
3950,1998,regular,Casey Shaw,C,23,Philadelphia 76ers,9,0,1.6,0.0,14.4,0.0
3951,1998,regular,Jeff Sheppard,SG,24,Atlanta Hawks,18,5,10.3,0.0,185.4,0.0
3952,1998,regular,Miles Simon,SG,23,Orlando Magic,5,0,3.8,0.0,19.0,0.0
3953,1998,regular,Dickey Simpkins,C,26,Chicago Bulls,50,35,29.0,220.0,1450.0,2167.7999999999997
3954,1998,regular,Alvin Sims,SG,24,Phoenix Suns,4,0,6.3,0.0,25.2,0.0
3955,1998,regular,Brian Skinner,PF,22,Los Angeles Clippers,21,0,12.3,0.0,258.3,0.0
3956,1998,regular,Reggie Slater,PF,28,Toronto Raptors,30,0,8.8,140.0,264.0,2373.5
3957,1998,regular,Charles Smith,SG,23,Los Angeles Clippers,23,10,13.8,226.0,317.40000000000003,4996.199999999999
3958,1998,regular,Joe Smith,C,23,Minnesota Timberwolves,43,42,33.0,241.0,1419.0,8255.099999999999
3959,1998,regular,Michael Smith,PF,26,Vancouver Grizzlies,48,10,22.9,227.0,1099.1999999999998,5369.099999999999
3960,1998,regular,Steve Smith,SG,29,Atlanta Hawks,36,36,36.5,415.0,1314.0,15268.3
3961,1998,regular,Rik Smits,C,32,Indiana Pacers,49,49,25.9,398.0,1269.1,11639.699999999997
3962,1998,regular,Eric Snow,PG,25,Philadelphia 76ers,48,48,35.8,192.0,1718.3999999999999,2151.3999999999996
3963,1998,regular,Felton Spencer,C,31,Golden State Warriors,26,0,6.1,359.0,158.6,7519.299999999999
3964,1998,regular,Latrell Sprewell,SF,28,New York Knicks,37,4,33.3,326.0,1232.1,13394.9
3965,1998,regular,Ryan Stack,PF,23,Cleveland Cavaliers,18,0,11.1,0.0,199.79999999999998,0.0
3966,1998,regular,Jerry Stackhouse,SG,24,Detroit Pistons,42,9,28.3,232.0,1188.6000000000001,8410.900000000001
3967,1998,regular,John Starks,SG,33,Golden State Warriors,50,50,33.7,442.0,1685.0000000000002,13612.6
3968,1998,regular,Vladimir Stepania,C,22,Seattle Supersonics,23,6,13.6,0.0,312.8,0.0
3969,1998,regular,Michael Stewart,C,23,Toronto Raptors,42,2,9.4,81.0,394.8,1757.7
3970,1998,regular,Bryant Stith,SG,28,Denver Nuggets,46,32,26.0,343.0,1196.0,11004.699999999999
3971,1998,regular,John Stockton,PG,36,Utah Jazz,50,50,28.2,471.0,1410.0,16304.400000000001
3972,1998,regular,Peja Stojakovic,SF,21,Sacramento Kings,48,1,21.4,0.0,1027.1999999999998,0.0
3973,1998,regular,Damon Stoudamire,PG,25,Portland Trailblazers,50,50,33.5,226.0,1675.0,9181.9
3974,1998,regular,Erick Strickland,SG,25,Dallas Mavericks,33,2,17.2,95.0,567.6,2266.3
3975,1998,regular,Mark Strickland,PF,28,Miami Heat,32,1,11.2,93.0,358.4,1051.6
3976,1998,regular,Rod Strickland,PG,32,Washington Wizards,44,43,37.1,386.0,1632.4,14294.0
3977,1998,regular,Derek Strong,PF,30,Orlando Magic,44,0,15.8,349.0,695.2,7132.299999999999
3978,1998,regular,Bruno Sundov,C,18,Dallas Mavericks,3,0,3.7,0.0,11.100000000000001,0.0
3979,1998,regular,Bob Sura,PG,25,Cleveland Cavaliers,50,6,16.8,213.0,840.0,4416.7
3980,1998,regular,Johnny Taylor,SF,24,Denver Nuggets,36,9,20.1,12.0,723.6,108.0
3981,1998,regular,Maurice Taylor,PF,22,Los Angeles Clippers,46,45,32.7,71.0,1504.2,1512.3
3982,1998,regular,John Thomas,C,23,Toronto Raptors,39,11,15.2,54.0,592.8,534.6000000000001
3983,1998,regular,Kurt Thomas,PF,26,New York Knicks,50,44,23.6,100.0,1180.0,2165.0
3984,1998,regular,Tim Thomas,SF,21,TOT,50,26,16.2,77.0,810.0,1778.6999999999998
3987,1998,regular,Otis Thorpe,PF,36,Washington Wizards,49,38,31.4,421.0,1538.6,13873.7
3988,1998,regular,Robert Traylor,C,21,Milwaukee Bucks,49,43,16.0,0.0,784.0,0.0
3989,1998,regular,Gary Trent,PF,24,Dallas Mavericks,45,23,30.3,211.0,1363.5,4572.099999999999
3990,1998,regular,Nick Van Exel,PG,27,Denver Nuggets,50,50,36.0,414.0,1800.0,14471.099999999999
3991,1998,regular,Keith Van Horn,PF,23,New Jersey Nets,42,42,37.5,65.0,1575.0,2402.1
3992,1998,regular,David Vaughn,PF,25,New Jersey Nets,10,0,10.3,109.0,103.0,1053.8
3993,1998,regular,Jacque Vaughn,PG,23,Utah Jazz,19,0,4.6,52.0,87.39999999999999,442.30000000000007
3994,1998,regular,Loy Vaught,PF,30,Detroit Pistons,37,10,13.0,330.0,481.0,11243.2
3995,1998,regular,Stojko Vrankovic,C,35,Los Angeles Clippers,2,0,6.0,119.0,12.0,1769.0
3996,1998,regular,Antoine Walker,PF,22,Boston Celtics,42,41,36.9,164.0,1549.8,6240.2
3997,1998,regular,Samaki Walker,PF,22,Dallas Mavericks,39,2,14.6,84.0,569.4,1627.0
3998,1998,regular,Ben Wallace,C,24,Washington Wizards,46,16,26.8,101.0,1232.8,1322.8000000000004
3999,1998,regular,John Wallace,SF,24,Toronto Raptors,48,3,16.9,154.0,811.1999999999999,3190.3999999999996
4000,1998,regular,Rasheed Wallace,PF,24,Portland Trailblazers,49,18,28.9,212.0,1416.1,6878.9
4001,1998,regular,Rex Walters,SG,28,Miami Heat,33,13,15.3,270.0,504.90000000000003,3702.6
4002,1998,regular,Charlie Ward,PG,28,New York Knicks,50,50,31.1,259.0,1555.0,5448.200000000001
4003,1998,regular,Eric Washington,SG,24,Denver Nuggets,38,6,20.0,66.0,760.0,1537.8000000000002
4004,1998,regular,Jamie Watson,SF,26,Miami Heat,3,0,6.0,104.0,18.0,1287.0
4005,1998,regular,Clarence Weatherspoon,SF,28,Miami Heat,49,3,21.2,397.0,1038.8,14514.4
4006,1998,regular,Chris Webber,PF,25,Sacramento Kings,42,42,40.9,294.0,1717.8,10900.199999999999
4007,1998,regular,Bonzi Wells,SF,22,Portland Trailblazers,7,0,5.0,0.0,35.0,0.0
4008,1998,regular,Bill Wennington,C,35,Chicago Bulls,38,3,11.9,380.0,452.2,5103.2
4009,1998,regular,David Wesley,PG,28,Charlotte Hornets,50,50,37.0,360.0,1850.0,10165.5
4010,1998,regular,Doug West,SG,31,Vancouver Grizzlies,14,2,21.0,325.0,294.0,8845.3
4011,1998,regular,Mark West,C,38,Atlanta Hawks,49,0,10.2,295.0,499.79999999999995,4683.2
4012,1998,regular,DeJuan Wheat,PG,25,Vancouver Grizzlies,46,0,12.8,35.0,588.8000000000001,152.60000000000002
4013,1998,regular,Tyson Wheeler,PG,23,Denver Nuggets,1,0,3.0,0.0,3.0,0.0
4014,1998,regular,Jahidi White,PF,22,Washington Wizards,20,0,9.6,0.0,192.0,0.0
4015,1998,regular,Chris Whitney,PG,27,Washington Wizards,39,1,11.3,253.0,440.70000000000005,3065.5
4016,1998,regular,Dominique Wilkins,SF,39,Orlando Magic,27,2,9.3,218.0,251.10000000000002,7156.599999999999
4017,1998,regular,Gerald Wilkins,SG,35,Orlando Magic,3,0,9.3,270.0,27.900000000000002,7233.599999999999
4018,1998,regular,Aaron Williams,PF,27,Seattle Supersonics,40,2,11.5,122.0,460.0,1409.2000000000003
4019,1998,regular,Alvin Williams,PG,24,Toronto Raptors,50,45,21.0,54.0,1050.0,1069.1999999999998
4020,1998,regular,Brandon Williams,SG,23,San Antonio Spurs,3,0,1.3,9.0,3.9000000000000004,140.4
4021,1998,regular,Eric Williams,SF,26,Denver Nuggets,38,8,20.5,140.0,779.0,4050.7999999999993
4022,1998,regular,Herb Williams,C,40,New York Knicks,6,0,5.7,253.0,34.2,2695.4
4023,1998,regular,Hot Rod Williams,C,36,Dallas Mavericks,25,11,16.1,367.0,402.50000000000006,10818.199999999999
4024,1998,regular,Jason Williams,PG,23,Sacramento Kings,50,50,36.1,0.0,1805.0,0.0
4025,1998,regular,Jayson Williams,C,30,New Jersey Nets,30,30,34.0,336.0,1020.0,7617.5
4026,1998,regular,Jerome Williams,PF,25,Detroit Pistons,50,10,23.1,111.0,1155.0,1484.5
4027,1998,regular,Micheal Williams,PG,32,Toronto Raptors,2,0,7.5,110.0,15.0,2643.1
4028,1998,regular,Monty Williams,SF,27,Denver Nuggets,1,0,6.0,222.0,6.0,3411.0
4029,1998,regular,Scott Williams,C,30,TOT,7,0,6.6,258.0,46.199999999999996,4875.299999999999
4032,1998,regular,Shammond Williams,PG,23,Atlanta Hawks,2,0,2.0,0.0,4.0,0.0
4033,1998,regular,Travis Williams,SF,29,Charlotte Hornets,8,0,7.8,43.0,62.4,384.6
4034,1998,regular,Walt Williams,SF,28,Portland Trailblazers,48,16,21.8,346.0,1046.4,10556.8
4035,1998,regular,Corliss Williamson,SF,25,Sacramento Kings,50,50,27.5,212.0,1375.0,5422.6
4036,1998,regular,Kevin Willis,C,36,Toronto Raptors,42,38,29.0,410.0,1218.0,12709.899999999998
4037,1998,regular,David Wingate,SG,35,New York Knicks,20,0,4.6,317.0,92.0,4036.2000000000007
4038,1998,regular,Trevor Winter,C,25,Minnesota Timberwolves,1,0,5.0,0.0,5.0,0.0
4039,1998,regular,Joe Wolf,PF,34,Charlotte Hornets,3,0,4.0,252.0,12.0,2883.7000000000003
4040,1998,regular,Haywoode Workman,PG,33,Milwaukee Bucks,29,29,28.1,253.0,814.9000000000001,4826.800000000001
4041,1998,regular,Lorenzen Wright,C,23,Los Angeles Clippers,48,15,23.6,149.0,1132.8000000000002,4094.8
4042,1998,regular,Korleone Young,SF,20,Detroit Pistons,3,0,5.0,0.0,15.0,0.0
4043,1998,post,Tariq Abdul-Wahad,SG,24,Sacramento Kings,5,5,19.8,108.0,99.0,2167.1000000000004
4044,1998,post,Ray Allen,SG,23,Milwaukee Bucks,3,3,40.0,214.0,120.0,7542.0
4045,1998,post,Nick Anderson,SF,31,Orlando Magic,4,4,38.0,442.0,152.0,15042.7
4046,1998,post,Shandon Anderson,SG,25,Utah Jazz,11,0,27.0,235.0,297.0,4408.2
4047,1998,post,Greg Anthony,PG,31,Portland Trailblazers,13,0,17.3,450.0,224.9,9417.8
4048,1998,post,BJ Armstrong,PG,31,Orlando Magic,2,0,1.5,422.0,3.0,10612.6
4049,1998,post,Darrell Armstrong,PG,30,Orlando Magic,4,4,40.8,186.0,163.2,3942.8
4050,1998,post,Keith Askins,SF,31,Miami Heat,4,0,6.8,339.0,27.2,6196.299999999999
4051,1998,post,Stacey Augmon,SF,30,Portland Trailblazers,13,0,13.5,446.0,175.5,11283.4
4052,1998,post,Isaac Austin,C,29,Orlando Magic,4,4,28.0,238.0,112.0,5895.000000000001
4053,1998,post,Thurl Bailey,PF,37,Utah Jazz,11,0,10.5,122.0,115.5,1837.3999999999999
4054,1998,post,Charles Barkley,PF,35,Houston Rockets,4,4,39.3,411.0,157.2,14763.4
4055,1998,post,Jon Barry,SG,29,Sacramento Kings,5,0,22.4,351.0,112.0,4660.5
4056,1998,post,Travis Best,PG,26,Indiana Pacers,11,0,13.6,287.0,149.6,5597.0
4057,1998,post,Mookie Blaylock,PG,31,Atlanta Hawks,9,9,39.8,476.0,358.2,17956.7
4058,1998,post,Terrell Brandon,PG,28,Minnesota Timberwolves,4,4,40.3,385.0,161.2,12136.599999999999
4059,1998,post,Gerald Brown,SG,23,Phoenix Suns,1,0,1.0,33.0,1.0,237.6
4060,1998,post,PJ Brown,PF,29,Miami Heat,5,5,28.8,468.0,144.0,14615.7
4061,1998,post,Rick Brunson,PG,26,New York Knicks,9,0,2.0,55.0,18.0,718.3999999999999
4062,1998,post,Kobe Bryant,SG,20,Los Angeles Lakers,8,8,39.4,220.0,315.2,5402.7
4063,1998,post,Jud Buechler,SF,30,Detroit Pistons,5,0,16.8,428.0,84.0,4366.5
4064,1998,post,Matt Bullard,PF,31,Houston Rockets,2,0,4.0,311.0,8.0,4000.2999999999997
4065,1998,post,Marcus Camby,C,24,New York Knicks,20,3,25.5,172.0,510.0,4842.700000000001
4066,1998,post,Antoine Carr,PF,37,Houston Rockets,4,0,9.3,424.0,37.2,7439.9
4067,1998,post,Sam Cassell,PG,29,Milwaukee Bucks,3,3,34.0,408.0,102.0,10401.300000000001
4068,1998,post,Kelvin Cato,C,24,Portland Trailblazers,8,0,5.4,121.0,43.2,1610.5
4069,1998,post,Duane Causwell,C,30,Miami Heat,4,0,5.0,277.0,20.0,3643.1
4070,1998,post,Rex Chapman,SG,31,Phoenix Suns,3,3,19.0,342.0,57.0,10975.899999999998
4071,1998,post,Chris Childs,PG,31,New York Knicks,20,0,24.7,332.0,494.0,8982.6
4072,1998,post,Tyrone Corbin,SF,36,Atlanta Hawks,9,4,29.8,465.0,268.2,11893.2
4073,1998,post,Chris Crawford,PF,23,Atlanta Hawks,6,5,20.8,83.0,124.80000000000001,1045.4
4074,1998,post,Austin Croshere,PF,23,Indiana Pacers,1,0,1.0,53.0,1.0,490.2
4075,1998,post,Dell Curry,SG,34,Milwaukee Bucks,3,0,16.3,411.0,48.900000000000006,10507.6
4076,1998,post,Michael Curry,SF,30,Milwaukee Bucks,3,0,19.7,274.0,59.099999999999994,5211.1
4077,1998,post,Antonio Daniels,PG,23,San Antonio Spurs,15,0,7.1,121.0,106.5,2569.2999999999997
4078,1998,post,Antonio Davis,PF,30,Indiana Pacers,13,0,25.1,474.0,326.3,12004.500000000002
4079,1998,post,Dale Davis,PF,29,Indiana Pacers,13,13,30.3,480.0,393.90000000000003,15116.800000000001
4080,1998,post,Bison Dele,C,29,Detroit Pistons,5,5,24.4,378.0,122.0,9526.099999999999
4081,1998,post,Michael Dickerson,SG,23,Houston Rockets,4,4,20.5,50.0,82.0,1560.0
4082,1998,post,Vlade Divac,C,30,Sacramento Kings,5,5,39.6,459.0,198.0,15338.600000000002
4083,1998,post,Michael Doleac,C,21,Orlando Magic,4,0,10.8,49.0,43.2,779.1
4084,1998,post,Bryce Drew,PG,24,Houston Rockets,1,0,4.0,34.0,4.0,442.0
