,Date,Team,Relinquished,Notes,Player,Reg_games_missed,Post_games_missed,Out_for_season,Season,Year,Game_number,note_keyword,category,Pos,Age,Team_y,G,GS,MPPG,TGP_prior_seasons,TMP_current_season,TMP_prior_seasons
14497,2017-03-29,Los Angeles Clippers,Wesley Johnson / Wes Johnson,placed on IL,Wesley Johnson,3.0,0.0,0,regular,2016,76,roster move,healthy inactive,SF,29.0,Los Angeles Clippers,68.0,3.0,11.9,435.0,809.2,10720.199999999999
14498,2017-03-29,New York Knicks,Derrick Rose,placed on IL with torn meniscus in left knee / sore right foot (out for season),Derrick Rose,7.0,0.0,1,regular,2016,75,foot,foot,PG,28.0,New York Knicks,64.0,64.0,32.5,447.0,2080.0,15878.400000000001
14499,2017-03-30,Phoenix Suns,Leandro Barbosa,placed on IL with sore right hamstring (out for season),Leandro Barbosa,6.0,0.0,1,regular,2016,76,hamstring,upper leg,SG,34.0,Phoenix Suns,67.0,0.0,14.4,902.0,964.8000000000001,19629.000000000004
14500,2017-03-30,Chicago Bulls,Cameron Payne,placed on IL,Cameron Payne,4.0,0.0,0,regular,2016,75,roster move,healthy inactive,PG,22.0,TOT,31.0,0.0,14.9,67.0,461.90000000000003,759.3999999999999
14501,2017-03-30,Brooklyn Nets,Quincy Acy,placed on IL with ankle injury,Quincy Acy,2.0,0.0,0,regular,2016,75,ankle,lower leg,PF,26.0,TOT,38.0,1.0,14.7,219.0,558.6,3344.8
14502,2017-03-31,Washington Wizards,Daniel Ochefu,placed on IL,Daniel Ochefu,1.0,0.0,0,regular,2016,76,roster move,healthy inactive,C,23.0,Washington Wizards,19.0,0.0,3.9,0.0,74.1,0.0
14503,2017-03-31,Oklahoma City Thunder,Taj Gibson,placed on IL with illness,Taj Gibson,1.0,0.0,0,regular,2016,75,sick,sick,PF,31.0,TOT,78.0,71.0,25.5,563.0,1989.0,13874.5
14504,2017-03-31,Houston Rockets,Troy Williams,placed on IL,Troy Williams,1.0,0.0,0,regular,2016,76,roster move,healthy inactive,SF,22.0,TOT,30.0,16.0,18.6,0.0,558.0,0.0
14505,2017-03-31,Denver Nuggets,Will Barton,placed on IL with sore left foot,Will Barton,5.0,0.0,0,regular,2016,75,foot,foot,SG,26.0,Denver Nuggets,60.0,19.0,28.4,261.0,1704.0,4690.8
14506,2017-03-31,Dallas Mavericks,A.J. Hammons,placed on IL,AJ Hammons,1.0,0.0,0,regular,2016,75,roster move,healthy inactive,C,24.0,Dallas Mavericks,22.0,0.0,7.4,0.0,162.8,0.0
14507,2017-03-31,New York Knicks,Carmelo Anthony,placed on IL with sore lower back,Carmelo Anthony,2.0,0.0,0,regular,2016,76,back,torso,SF,32.0,New York Knicks,74.0,74.0,34.3,968.0,2538.2,35364.1
14508,2017-03-31,Memphis Grizzlies,Andrew Harrison,placed on IL with sore right ankle,Andrew Harrison,2.0,0.0,0,regular,2016,76,ankle,lower leg,PG,22.0,Memphis Grizzlies,72.0,18.0,20.5,0.0,1476.0,0.0
14509,2017-03-31,Boston Celtics,Avery Bradley,placed on IL with gastroenteritis,Avery Bradley,2.0,0.0,0,regular,2016,76,sick,sick,SG,26.0,Boston Celtics,55.0,55.0,33.4,379.0,1837.0,10388.7
14510,2017-03-31,Milwaukee Bucks,John Henson,placed on IL with sprained left thumb,John Henson,5.0,0.0,0,regular,2016,76,finger,hand,C,26.0,Milwaukee Bucks,58.0,39.0,19.4,267.0,1125.1999999999998,5050.200000000001
14511,2017-04-01,Los Angeles Lakers,Ivica Zubac,placed on IL with sprained right ankle (out for season),Ivica Zubac,6.0,0.0,1,regular,2016,76,ankle,lower leg,C,19.0,Los Angeles Lakers,38.0,11.0,16.0,0.0,608.0,0.0
14512,2017-04-01,Atlanta Hawks,Thabo Sefolosha,placed on IL with strained right groin,Thabo Sefolosha,5.0,0.0,0,regular,2016,76,groin,upper leg,SF,32.0,Atlanta Hawks,62.0,42.0,25.7,766.0,1593.3999999999999,17360.8
14513,2017-04-01,Portland Trailblazers,Jusuf Nurkic,placed on IL with fractured fibula in right leg,Jusuf Nurkic,2.0,0.0,0,regular,2016,76,fibula,lower leg,C,22.0,TOT,65.0,48.0,21.4,94.0,1391.0,1650.8000000000002
14514,2017-04-02,Oklahoma City Thunder,Kyle Singler,placed on IL,Kyle Singler,2.0,0.0,0,regular,2016,76,roster move,healthy inactive,SF,28.0,Oklahoma City Thunder,32.0,2.0,12.0,318.0,384.0,7407.2
14515,2017-04-02,Phoenix Suns,T.J. Warren,placed on IL with illness,TJ Warren,1.0,0.0,0,regular,2016,78,sick,sick,SF,23.0,Phoenix Suns,66.0,59.0,31.0,87.0,2046.0,1687.6000000000004
14516,2017-04-02,San Antonio Spurs,Danny Green,placed on IL with bruised left quadricep,Danny Green,5.0,0.0,0,regular,2016,76,quad,upper leg,SG,29.0,San Antonio Spurs,68.0,68.0,26.6,481.0,1808.8000000000002,11920.600000000002
14517,2017-04-02,Washington Wizards,Sheldon McClellan / Sheldon Mac,placed on IL,Sheldon Mac,5.0,0.0,0,regular,2016,77,roster move,healthy inactive,SG,24.0,Washington Wizards,30.0,3.0,9.6,0.0,288.0,0.0
14518,2017-04-02,Houston Rockets,James Harden,placed on IL with illness,James Harden,1.0,0.0,0,regular,2016,77,sick,sick,PG,27.0,Houston Rockets,81.0,81.0,36.4,611.0,2948.4,20364.8
14519,2017-04-02,Toronto Raptors,P.J. Tucker,placed on IL with sore left knee,PJ Tucker,1.0,0.0,0,regular,2016,77,knee,knee,SF,31.0,TOT,81.0,21.0,27.6,337.0,2235.6,9410.599999999999
14520,2017-04-02,Cleveland Cavaliers,Kahlil Felder / Kay Felder,placed on IL,Kay Felder,5.0,0.0,0,regular,2016,76,roster move,healthy inactive,PG,21.0,Cleveland Cavaliers,42.0,0.0,9.2,0.0,386.4,0.0
14521,2017-04-02,Atlanta Hawks,Malcolm Delaney,placed on IL with back spasms,Malcolm Delaney,1.0,0.0,0,regular,2016,77,back,torso,PG,27.0,Atlanta Hawks,73.0,2.0,17.1,0.0,1248.3000000000002,0.0
14522,2017-04-02,Dallas Mavericks,Seth Curry,placed on IL with sore left shoulder (out for season),Seth Curry,6.0,0.0,1,regular,2016,76,shoulder,torso,PG,26.0,Dallas Mavericks,70.0,42.0,29.0,48.0,2030.0,711.8000000000002
14523,2017-04-02,Los Angeles Lakers,Tarik Black,placed on IL with knee injury,Tarik Black,1.0,0.0,0,regular,2016,77,knee,knee,C,25.0,Los Angeles Lakers,67.0,16.0,16.3,102.0,1092.1000000000001,1692.3
14524,2017-04-02,Brooklyn Nets,Andrew Nicholson,placed on IL,Andrew Nicholson,1.0,0.0,0,regular,2016,77,roster move,healthy inactive,PF,27.0,TOT,38.0,0.0,9.0,247.0,342.0,3738.1
14525,2017-04-02,Denver Nuggets,Darrell Arthur,placed on IL with sore left knee,Darrell Arthur,2.0,0.0,0,regular,2016,76,knee,knee,PF,28.0,Denver Nuggets,41.0,7.0,15.6,471.0,639.6,8544.8
14526,2017-04-02,Indiana Pacers,Georges Niang,placed on IL,Georges Niang,5.0,0.0,1,regular,2016,77,roster move,healthy inactive,PF,23.0,Indiana Pacers,23.0,0.0,4.0,0.0,92.0,0.0
14527,2017-04-04,Cleveland Cavaliers,Larry Sanders (b),placed on IL,Larry Sanders,1.0,0.0,0,regular,2016,77,roster move,healthy inactive,C,28.0,Cleveland Cavaliers,5.0,0.0,2.6,237.0,13.0,4736.4
14528,2017-04-04,Toronto Raptors,Bruno Caboclo,placed on IL,Bruno Caboclo,4.0,0.0,0,regular,2016,78,roster move,healthy inactive,SF,21.0,Toronto Raptors,9.0,0.0,4.4,14.0,39.6,66.4
14529,2017-04-04,Brooklyn Nets,Isaiah Whitehead,placed on IL with sprained left ankle,Isaiah Whitehead,1.0,0.0,0,regular,2016,78,ankle,lower leg,PG,21.0,Brooklyn Nets,73.0,26.0,22.5,0.0,1642.5,0.0
14530,2017-04-04,New York Knicks,Kristaps Porzingis,placed on IL with sore lower back,Kristaps Porzingis,1.0,0.0,0,regular,2016,78,back,torso,PF,21.0,New York Knicks,66.0,65.0,32.8,72.0,2164.7999999999997,2044.7999999999997
14531,2017-04-04,Memphis Grizzlies,Tony Allen,placed on IL with left eye injury,Tony Allen,4.0,0.0,1,regular,2016,78,eye,head,SG,35.0,Memphis Grizzlies,71.0,66.0,27.0,839.0,1917.0,18027.2
14532,2017-04-04,Portland Trailblazers,Tim Quarterman,placed on IL,Tim Quarterman,1.0,0.0,0,regular,2016,78,roster move,healthy inactive,SG,22.0,Portland Trailblazers,16.0,0.0,5.0,0.0,80.0,0.0
14533,2017-04-05,Toronto Raptors,Pascal Siakam,placed on IL,Pascal Siakam,3.0,0.0,0,regular,2016,79,roster move,healthy inactive,PF,22.0,Toronto Raptors,55.0,38.0,15.6,0.0,858.0,0.0
14534,2017-04-05,Houston Rockets,Chinanu Onuaku,placed on IL,Chinanu Onuaku,1.0,0.0,0,regular,2016,78,roster move,healthy inactive,C,20.0,Houston Rockets,5.0,1.0,10.4,0.0,52.0,0.0
14535,2017-04-05,Houston Rockets,Sam Dekker,placed on IL with fractured left hand,Sam Dekker,4.0,6.0,0,regular,2016,78,hand,hand,PF,22.0,Houston Rockets,77.0,2.0,18.4,3.0,1416.8,6.0
14536,2017-04-05,Oklahoma City Thunder,Alex Abrines,placed on IL with sprained knee,Alex Abrines,3.0,0.0,0,regular,2016,78,knee,knee,SG,23.0,Oklahoma City Thunder,68.0,6.0,15.5,0.0,1054.0,0.0
14537,2017-04-05,Phoenix Suns,Brandon Knight,placed on IL,Brandon Knight,1.0,0.0,0,regular,2016,79,roster move,healthy inactive,SG,25.0,Phoenix Suns,54.0,5.0,21.1,328.0,1139.4,10798.8
14538,2017-04-05,Denver Nuggets,Malik Beasley,placed on IL,Malik Beasley,1.0,0.0,0,regular,2016,78,roster move,healthy inactive,SG,20.0,Denver Nuggets,22.0,1.0,7.5,0.0,165.0,0.0
14539,2017-04-05,Los Angeles Lakers,D'Angelo Russell,placed on IL with sore left knee,D'Angelo Russell,1.0,0.0,0,regular,2016,78,knee,knee,PG,20.0,Los Angeles Lakers,63.0,60.0,28.7,80.0,1808.1,2256.0
14540,2017-04-05,Memphis Grizzlies,Mike Conley Jr.,placed on IL with laceration above right eye,Mike Conley,1.0,0.0,0,regular,2016,79,eye,head,PG,29.0,Memphis Grizzlies,69.0,68.0,33.2,687.0,2290.8,22570.700000000004
14541,2017-04-05,Los Angeles Clippers,Austin Rivers,placed on IL with strained left hamstring,Austin Rivers,3.0,5.0,0,regular,2016,79,hamstring,upper leg,SG,24.0,Los Angeles Clippers,74.0,29.0,27.8,293.0,2057.2000000000003,6181.300000000001
14542,2017-04-05,Cleveland Cavaliers,Tristan Thompson,placed on IL with sprained right thumb,Tristan Thompson,4.0,0.0,0,regular,2016,78,finger,hand,C,25.0,Cleveland Cavaliers,78.0,78.0,29.9,429.0,2332.2,12398.399999999998
14543,2017-04-05,Detroit Pistons,Michael Gbinije,placed on IL with illness,Michael Gbinije,3.0,0.0,0,regular,2016,78,sick,sick,SG,24.0,Detroit Pistons,9.0,0.0,3.6,0.0,32.4,0.0
14544,2017-04-06,Brooklyn Nets,Sean Kilpatrick,placed on IL with strained/tightness in left hamstring (out for season),Sean Kilpatrick,3.0,0.0,1,regular,2016,79,hamstring,upper leg,SG,27.0,Brooklyn Nets,70.0,24.0,25.1,35.0,1757.0,688.9000000000001
14545,2017-04-06,Washington Wizards,Markieff Morris,placed on IL with sore right ankle,Markieff Morris,1.0,0.0,0,regular,2016,79,ankle,lower leg,PF,27.0,Washington Wizards,76.0,76.0,31.2,372.0,2371.2,9434.899999999998
14546,2017-04-06,New York Knicks,Chasson Randle,placed on IL with sprained left ankle,Chasson Randle,1.0,0.0,0,regular,2016,79,ankle,lower leg,PG,23.0,TOT,26.0,0.0,11.5,0.0,299.0,0.0
14547,2017-04-06,Orlando Magic,Evan Fournier,placed on IL with sore right wrist,Evan Fournier,1.0,0.0,0,regular,2016,79,wrist,arm,SG,24.0,Orlando Magic,68.0,66.0,32.9,255.0,2237.2,6213.700000000002
14548,2017-04-06,Atlanta Hawks,Kris Humphries,placed on IL,Kris Humphries,1.0,0.0,0,regular,2016,78,roster move,healthy inactive,PF,31.0,Atlanta Hawks,56.0,4.0,12.3,765.0,688.8000000000001,13759.999999999998
14549,2017-04-06,Chicago Bulls,Rajon Rondo,placed on IL with sprained right wrist,Rajon Rondo,3.0,0.0,0,regular,2016,79,wrist,arm,PG,30.0,Chicago Bulls,69.0,42.0,26.7,739.0,1842.3,24773.7
14550,2017-04-06,Portland Trailblazers,Jusuf Nurkic,placed on IL with fractured fibula in right leg,Jusuf Nurkic,3.0,3.0,0,regular,2016,79,fibula,lower leg,C,22.0,TOT,65.0,48.0,21.4,94.0,1391.0,1650.8000000000002
14551,2017-04-07,Phoenix Suns,Tyson Chandler,placed on IL,Tyson Chandler,2.0,0.0,1,regular,2016,80,roster move,healthy inactive,C,34.0,Phoenix Suns,47.0,46.0,27.6,1061.0,1297.2,30270.500000000004
14552,2017-04-07,Houston Rockets,Clint Capela,placed on IL,Clint Capela,1.0,0.0,0,regular,2016,79,roster move,healthy inactive,C,22.0,Houston Rockets,65.0,59.0,23.9,111.0,1553.5,1731.1999999999998
14553,2017-04-07,Denver Nuggets,Jameer Nelson,placed on IL with strained right calf (out for season),Jameer Nelson,3.0,0.0,1,regular,2016,79,calf,lower leg,PG,34.0,Denver Nuggets,75.0,39.0,27.3,797.0,2047.5,22905.7
14554,2017-04-07,Utah Jazz,Raulzinho Neto / Raul Neto,placed on IL with strained right groin,Raul Neto,1.0,0.0,0,regular,2016,79,groin,upper leg,PG,24.0,Utah Jazz,40.0,0.0,8.7,81.0,348.0,1498.5
14555,2017-04-07,Atlanta Hawks,Paul Millsap,placed on IL with sore left knee,Paul Millsap,1.0,0.0,0,regular,2016,79,knee,knee,PF,31.0,Atlanta Hawks,69.0,67.0,34.0,849.0,2346.0,24629.600000000002
14556,2017-04-07,Memphis Grizzlies,Jarell Martin,placed on IL,Jarell Martin,1.0,0.0,0,regular,2016,80,roster move,healthy inactive,PF,22.0,Memphis Grizzlies,42.0,3.0,13.3,29.0,558.6,426.69999999999993
14557,2017-04-07,Los Angeles Lakers,Luol Deng,placed on IL,Luol Deng,2.0,0.0,0,regular,2016,79,roster move,healthy inactive,SF,31.0,Los Angeles Lakers,56.0,49.0,26.5,885.0,1484.0,31485.299999999996
14558,2017-04-08,Washington Wizards,Otto Porter Jr.,placed on IL with sore back,Otto Porter,2.0,0.0,0,regular,2016,80,back,torso,SF,23.0,Washington Wizards,80.0,80.0,32.6,199.0,2608.0,4363.3
14559,2017-04-08,Washington Wizards,Sheldon McClellan / Sheldon Mac,placed on IL,Sheldon Mac,2.0,0.0,0,regular,2016,80,roster move,healthy inactive,SG,24.0,Washington Wizards,30.0,3.0,9.6,0.0,288.0,0.0
14560,2017-04-08,Boston Celtics,Amir Johnson,placed on IL with illness,Amir Johnson,1.0,0.0,0,regular,2016,80,sick,sick,PF,29.0,Boston Celtics,80.0,77.0,20.1,693.0,1608.0,15510.5
14561,2017-04-08,Golden State Warriors,Kevon Looney,placed on IL,Kevon Looney,2.0,0.0,1,regular,2016,80,roster move,healthy inactive,C,20.0,Golden State Warriors,53.0,4.0,8.4,5.0,445.20000000000005,21.0
14562,2017-04-08,Utah Jazz,Joel Bolomboy,placed on IL,Joel Bolomboy,1.0,0.0,0,regular,2016,80,roster move,healthy inactive,PF,23.0,Utah Jazz,12.0,0.0,4.4,0.0,52.800000000000004,0.0
14563,2017-04-08,Chicago Bulls,Cameron Payne,placed on IL,Cameron Payne,2.0,3.0,0,regular,2016,80,roster move,healthy inactive,PG,22.0,TOT,31.0,0.0,14.9,67.0,461.90000000000003,759.3999999999999
14564,2017-04-08,Milwaukee Bucks,Malcolm Brogdon,placed on IL with sore back,Malcolm Brogdon,1.0,0.0,0,regular,2016,80,back,torso,SG,24.0,Milwaukee Bucks,75.0,28.0,26.4,0.0,1980.0,0.0
14565,2017-04-08,Orlando Magic,Stephen Zimmerman Jr.,placed on IL,Stephen Zimmerman,2.0,0.0,0,regular,2016,80,roster move,healthy inactive,C,20.0,Orlando Magic,19.0,0.0,5.7,0.0,108.3,0.0
14566,2017-04-09,Houston Rockets,Trevor Ariza,placed on IL for rest,Trevor Ariza,1.0,0.0,0,regular,2016,80,rest,rest,SF,31.0,Houston Rockets,80.0,80.0,34.7,869.0,2776.0,25067.7
14567,2017-04-09,Denver Nuggets,Kenneth Faried,placed on IL with sore back,Kenneth Faried,1.0,0.0,0,regular,2016,80,back,torso,PF,27.0,Denver Nuggets,61.0,34.0,21.2,360.0,1293.2,9575.9
14568,2017-04-09,Atlanta Hawks,Ryan Kelly,placed on IL,Ryan Kelly,2.0,0.0,0,regular,2016,80,roster move,healthy inactive,PF,25.0,Atlanta Hawks,16.0,0.0,6.9,147.0,110.4,3013.7999999999997
14569,2017-04-09,Memphis Grizzlies,Zach Randolph,placed on IL for rest,Zach Randolph,1.0,0.0,0,regular,2016,81,rest,rest,PF,35.0,Memphis Grizzlies,73.0,5.0,24.5,1048.0,1788.5,33579.9
14570,2017-04-09,New York Knicks,Kristaps Porzingis,placed on IL with sore lower back (out for season),Kristaps Porzingis,1.0,0.0,1,regular,2016,81,back,torso,PF,21.0,New York Knicks,66.0,65.0,32.8,72.0,2164.7999999999997,2044.7999999999997
14571,2017-04-10,San Antonio Spurs,Joel Anthony,placed on IL,Joel Anthony,1.0,4.0,0,regular,2016,81,roster move,healthy inactive,C,34.0,San Antonio Spurs,19.0,0.0,6.4,534.0,121.60000000000001,8074.999999999998
14572,2017-04-10,Detroit Pistons,Beno Udrih,placed on IL with sprained right knee,Beno Udrih,1.0,0.0,0,regular,2016,81,knee,knee,PG,34.0,Detroit Pistons,39.0,0.0,14.4,845.0,561.6,18235.600000000002
14573,2017-04-10,Houston Rockets,Kyle Wiltjer,placed on IL,Kyle Wiltjer,1.0,0.0,0,regular,2016,81,roster move,healthy inactive,PF,24.0,Houston Rockets,14.0,0.0,3.1,0.0,43.4,0.0
14574,2017-04-10,Boston Celtics,Jordan Mickey,placed on IL,Jordan Mickey,1.0,15.0,0,regular,2016,81,roster move,healthy inactive,PF,22.0,Boston Celtics,25.0,1.0,5.6,18.0,140.0,67.6
14575,2017-04-10,Utah Jazz,Derrick Favors,placed on IL with sore left knee,Derrick Favors,1.0,0.0,0,regular,2016,81,knee,knee,PF,25.0,Utah Jazz,50.0,39.0,23.7,433.0,1185.0,11284.800000000001
14576,2017-04-10,Utah Jazz,Raulzinho Neto / Raul Neto,placed on IL with sprained left / right ankle,Raul Neto,1.0,2.0,0,regular,2016,81,ankle,lower leg,PG,24.0,Utah Jazz,40.0,0.0,8.7,81.0,348.0,1498.5
14577,2017-04-10,Milwaukee Bucks,Jabari Parker,placed on IL recovering from surgery on left knee to repair torn ACL (out for season),Jabari Parker,1.0,0.0,1,regular,2016,81,ACL,knee,PF,21.0,Milwaukee Bucks,51.0,50.0,33.9,101.0,1728.8999999999999,3146.7
14578,2017-04-10,Milwaukee Bucks,Spencer Hawes,placed on IL,Spencer Hawes,1.0,0.0,0,regular,2016,81,roster move,healthy inactive,PF,28.0,TOT,54.0,1.0,14.8,661.0,799.2,15282.099999999999
14579,2017-04-10,Charlotte Hornets,Marco Belinelli,placed on IL with strained left index finger (out for season),Marco Belinelli,1.0,0.0,1,regular,2016,81,finger,hand,SG,30.0,Charlotte Hornets,74.0,0.0,24.0,618.0,1776.0,14103.400000000001
14580,2017-04-11,Atlanta Hawks,DeAndre' Bembry / DeAndre Bembry,placed on IL,DeAndre' Bembry,1.0,0.0,0,regular,2016,81,roster move,healthy inactive,SF,22.0,Atlanta Hawks,38.0,1.0,9.8,0.0,372.40000000000003,0.0
14581,2017-04-11,Sacramento Kings,Darren Collison,placed on IL with rest / migraine headache,Darren Collison,1.0,0.0,0,regular,2016,81,rest,rest,PG,29.0,Sacramento Kings,68.0,64.0,30.3,524.0,2060.4,15184.4
14582,2017-04-11,Denver Nuggets,Danilo Gallinari,placed on IL for rest,Danilo Gallinari,1.0,0.0,1,regular,2016,81,rest,rest,SF,28.0,Denver Nuggets,63.0,63.0,33.9,409.0,2135.7,12553.799999999996
14583,2017-04-11,New Orleans Pelicans,Omer Asik,placed on IL with illness (out for season),No Match,1.0,0.0,1,regular,2016,81,sick,sick,,,,,,,,,
14584,2017-04-11,Oklahoma City Thunder,Doug McDermott,placed on IL with sore left knee,Doug McDermott,1.0,1.0,0,regular,2016,81,knee,knee,SF,25.0,TOT,66.0,5.0,22.8,120.0,1504.8,2193.3
